,prompt,answer,success,result
179,Ratio dette/recettes totales (D001/(RF01+RI01)) par commune en 2024.,"SELECT d.city_name, (CAST(er_d.value AS REAL) / (CAST(er_rf.value AS REAL) + CAST(er_ri.value AS REAL))) AS ratio FROM documents d JOIN extraction_results er_d ON d.document_id = er_d.document_id AND er_d.safir_field_id = 'D001' JOIN extraction_results er_rf ON d.document_id = er_rf.document_id AND er_rf.safir_field_id = 'RF01' JOIN extraction_results er_ri ON d.document_id = er_ri.document_id AND er_ri.safir_field_id = 'RI01' WHERE d.document_year = '2024';",True,Empty Result (0 rows returned)
180,Nombre de communes avec une augmentation de plus de 10% des recettes de fonctionnement (RF01) entre 2023 et 2024.,"WITH data_2023 AS (SELECT d.siret, CAST(er.value AS REAL) AS rf01_2023 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'RF01' AND d.document_year = '2023'), data_2024 AS (SELECT d.siret, CAST(er.value AS REAL) AS rf01_2024 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'RF01' AND d.document_year = '2024') SELECT COUNT(*) AS nombre_communes FROM data_2023 d23 JOIN data_2024 d24 ON d23.siret = d24.siret WHERE (d24.rf01_2024 - d23.rf01_2023) / d23.rf01_2023 > 0.1;",True,"|   nombre_communes |
|------------------:|
|                 0 |"
181,Valeur totale des investissements (DF011) par mois de création des documents en 2024.,"SELECT STRFTIME('%Y-%m', d.created_at) AS mois, SUM(CAST(er.value AS REAL)) AS total_investissements FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF011' AND d.document_year = '2024' GROUP BY mois;",True,"| mois   |   total_investissements |
|:-------|------------------------:|
|        |             1.38089e+09 |"
182,Communes dont la dette (D001) représente plus de 50% des recettes totales en 2024.,SELECT d.city_name FROM documents d JOIN extraction_results er_d ON d.document_id = er_d.document_id AND er_d.safir_field_id = 'D001' JOIN extraction_results er_rf ON d.document_id = er_rf.document_id AND er_rf.safir_field_id = 'RF01' JOIN extraction_results er_ri ON d.document_id = er_ri.document_id AND er_ri.safir_field_id = 'RI01' WHERE d.document_year = '2024' AND (CAST(er_d.value AS REAL) / (CAST(er_rf.value AS REAL) + CAST(er_ri.value AS REAL))) > 0.5;,True,Empty Result (0 rows returned)
183,Différence absolue entre dépenses et recettes de fonctionnement (DF01 - RF01) par commune en 2024.,"SELECT d.city_name, (CAST(er_df.value AS REAL) - CAST(er_rf.value AS REAL)) AS solde_fonctionnement FROM documents d JOIN extraction_results er_df ON d.document_id = er_df.document_id AND er_df.safir_field_id = 'DF01' JOIN extraction_results er_rf ON d.document_id = er_rf.document_id AND er_rf.safir_field_id = 'RF01' WHERE d.document_year = '2024';",True,Empty Result (0 rows returned)
184,Top 3 des indicateurs financiers avec le plus de valeurs nulles ou vides en 2024.,"SELECT safir_field_id, COUNT(*) AS nombre_vides FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE d.document_year = '2024' AND (er.value IS NULL OR er.value = '') GROUP BY safir_field_id ORDER BY nombre_vides DESC LIMIT 3;",True,"| safir_field_id   |   nombre_vides |
|:-----------------|---------------:|
| DCT              |             33 |
| DF66112          |             29 |
| EDBP             |             28 |"
185,Communes avec une diminution de plus de 15% des dépenses d'investissement (DF011) entre 2023 et 2024.,"WITH data_2023 AS (SELECT d.siret, CAST(er.value AS REAL) AS df011_2023 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF011' AND d.document_year = '2023'), data_2024 AS (SELECT d.siret, CAST(er.value AS REAL) AS df011_2024 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF011' AND d.document_year = '2024') SELECT d.city_name FROM data_2023 d23 JOIN data_2024 d24 ON d23.siret = d24.siret JOIN documents d ON d23.siret = d.siret WHERE (d24.df011_2024 - d23.df011_2023) / d23.df011_2023 < -0.15;",True,Empty Result (0 rows returned)
186,"Répartition des budgets par type (BP/BA) et par nombre de pages (<100, 100-300, >300) en 2024.","SELECT budget_type, CASE WHEN nb_pages < 100 THEN '<100' WHEN nb_pages BETWEEN 100 AND 300 THEN '100-300' ELSE '>300' END AS tranche_pages, COUNT(*) AS nombre_documents FROM documents WHERE document_year = '2024' GROUP BY budget_type, tranche_pages;",True,"| budget_type   | tranche_pages   |   nombre_documents |
|:--------------|:----------------|-------------------:|
| BA            | 100-300         |                  8 |
| BA            | <100            |                  4 |
| BP            | 100-300         |                 56 |
| BP            | <100            |                 17 |
| BP            | >300            |                 23 |"
187,Quel est le montant total des recettes de fonctionnement (RF01) pour la commune de Strasbourg en 2024 ?,SELECT SUM(CAST(e.value AS REAL)) AS total_recettes FROM extraction_results e JOIN documents d ON e.document_id = d.document_id WHERE e.safir_field_id = 'RF01' AND d.city_name = 'EUROMETROPOLE STRASBOURG' AND d.document_year = '2024',True,"| total_recettes   |
|:-----------------|
|                  |"
188,Quelle est la valeur moyenne des investissements (DF011) déclarés dans les budgets principaux (BP) en 2024 ?,SELECT AVG(CAST(e.value AS REAL)) AS investissement_moyen FROM extraction_results e JOIN documents d ON e.document_id = d.document_id WHERE e.safir_field_id = 'DF011' AND d.budget_type = 'BP' AND d.document_year = '2024',True,"|   investissement_moyen |
|-----------------------:|
|            1.62439e+07 |"
189,Liste des communes ayant publié des documents avec plus de 300 pages en 2024.,SELECT DISTINCT city_name FROM documents WHERE nb_pages > 300 AND document_year = '2024',True,"| city_name                    |
|:-----------------------------|
| EUROMETROPOLE STRASBOURG     |
| COMMUNE DE BRIVE             |
| QUIMPER BRETAGNE OCCIDENTALE |
| METROPOLE NICE COTE D'AZUR   |
| Ville de Concarneau          |"
190,Top 5 des communes par montant total de dette (D001) en 2024.,"SELECT d.city_name, SUM(CAST(e.value AS REAL)) AS dette_totale FROM extraction_results e JOIN documents d ON e.document_id = d.document_id WHERE e.safir_field_id = 'D001' AND d.document_year = '2024' GROUP BY d.siret, d.city_name ORDER BY dette_totale DESC LIMIT 5",True,"| city_name                  |   dette_totale |
|:---------------------------|---------------:|
| EUROMETROPOLE STRASBOURG   |    1.51073e+08 |
| METROPOLE NICE COTE D'AZUR |    1.48696e+08 |
| BAGNOLET VILLE - VILLE     |    7.29293e+07 |
| COMMUNE DE BONIFACIO       |    4.77187e+07 |
| VILLE DE SETE              |    3.20331e+07 |"
191,Comparaison du nombre de documents traités entre formats PDF et scan par année.,"SELECT document_year, format, COUNT(*) AS nombre_documents FROM documents WHERE format IN ('pdf', 'scan') GROUP BY document_year, format",True,"|   document_year | format   |   nombre_documents |
|----------------:|:---------|-------------------:|
|            2023 | pdf      |                 18 |
|            2024 | pdf      |                 89 |
|            2024 | scan     |                 19 |"
192,Pourcentage des budgets annexes (BA) présentant un excédent de fonctionnement (RF01 > DF01) en 2024.,SELECT (COUNT(CASE WHEN CAST(rf.value AS REAL) > CAST(df.value AS REAL) THEN 1 END) * 100.0 / COUNT(*)) AS pourcentage_excedent FROM documents d JOIN extraction_results rf ON d.document_id = rf.document_id AND rf.safir_field_id = 'RF01' JOIN extraction_results df ON d.document_id = df.document_id AND df.safir_field_id = 'DF01' WHERE d.budget_type = 'BA' AND d.document_year = '2024',True,"| pourcentage_excedent   |
|:-----------------------|
|                        |"
193,Évolution du montant moyen des dépenses de fonctionnement (DF01) entre 2023 et 2024 par type de masque technique.,"SELECT mask, document_year, AVG(CAST(value AS REAL)) AS depenses_moyennes FROM extraction_results e JOIN documents d ON e.document_id = d.document_id WHERE e.safir_field_id = 'DF01' AND d.document_year IN ('2023','2024') GROUP BY mask, document_year",True,Empty Result (0 rows returned)
194,Communes dont la part des investissements dans les dépenses totales (DF011/(DF01+DF011)) dépasse 30% en 2024.,"WITH depenses AS (SELECT d.document_id, d.siret, d.city_name, CAST(df01.value AS REAL) AS fonct, CAST(df011.value AS REAL) AS invest FROM documents d JOIN extraction_results df01 ON d.document_id = df01.document_id AND df01.safir_field_id = 'DF01' JOIN extraction_results df011 ON d.document_id = df011.document_id AND df011.safir_field_id = 'DF011' WHERE d.document_year = '2024') SELECT city_name, (invest / (fonct + invest)) * 100 AS part_investissement FROM depenses WHERE (invest / (fonct + invest)) > 0.3",True,Empty Result (0 rows returned)
195,Indicateurs financiers avec le plus grand écart relatif entre valeur extraite et moyenne sectorielle en 2024 (top 10).,"WITH sectoriel AS (SELECT safir_field_id, AVG(CAST(value AS REAL)) AS moyenne FROM extraction_results e JOIN documents d ON e.document_id = d.document_id WHERE d.document_year = '2024' GROUP BY safir_field_id), ecarts AS (SELECT e.safir_field_id, e.document_id, ABS(CAST(e.value AS REAL) - s.moyenne) / s.moyenne AS ecart_rel FROM extraction_results e JOIN sectoriel s ON e.safir_field_id = s.safir_field_id JOIN documents d ON e.document_id = d.document_id WHERE d.document_year = '2024') SELECT safir_field_id, AVG(ecart_rel) AS ecart_moyen FROM ecarts GROUP BY safir_field_id ORDER BY ecart_moyen DESC LIMIT 10",True,"| safir_field_id   |   ecart_moyen |
|:-----------------|--------------:|
| RIA              |       3.29545 |
| DIA              |       1.97849 |
| DF6564           |       1.97849 |
| DI1675           |       1.89247 |
| RI1645           |       1.87097 |"
196,Quel est le montant total des investissements (DF011) déclarés dans les budgets principaux (BP) pour l'année 2024 ?,"SELECT SUM(CAST(er.value AS REAL)) AS total_investissements
FROM extraction_results er
JOIN documents d ON er.document_id = d.document_id
WHERE er.safir_field_id = 'DF011'
AND d.budget_type = 'BP'
AND d.document_year = '2024';",True,"|   total_investissements |
|------------------------:|
|             1.36448e+09 |"
