"id","text_query","sql_query"
"3","Quels sont les 5 champs SAFIR avec la plus grande somme de valeurs extraites sur les exécutions réussies ?","SELECT er.safir_field_id AS 'Champ_SAFIR', SUM(CAST(er.value AS REAL)) AS 'Somme_Valeurs' FROM extraction_results er JOIN states s ON er.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY er.safir_field_id ORDER BY Somme_Valeurs DESC LIMIT 5;"
"4","Quelle est la moyenne du nombre de pages par ville pour les documents dont le traitement a réussi ?","SELECT d.city_name AS 'Ville', AVG(d.nb_pages) AS 'Pages_Moyennes' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY d.city_name;"
"5","Combien d'exécutions d'extraction sont en cours de traitement pour chaque type de masque ?","SELECT d.mask AS 'Masque_Document', COUNT(r.run_id) AS 'Executions_En_Cours' FROM extraction_runs r JOIN documents d ON r.document_id = d.document_id JOIN states s ON r.state_id = s.state_id WHERE s.code = 'PROCESSING' GROUP BY d.mask;"
"7","Quel pourcentage des résultats d'extraction se trouvent dans l'état 'ERROR' parmi l'ensemble des résultats ?","SELECT (CAST(SUM(CASE WHEN s.code = 'ERROR' THEN 1 ELSE 0 END) AS FLOAT) / COUNT(*)) * 100.0 AS 'Pourcentage_Erreurs' FROM extraction_results er JOIN states s ON er.state_id = s.state_id;"
"8","Listez tous les documents avec le nombre de feedbacks reçus, en indiquant la ville et le nombre de feedbacks","SELECT d.document_id AS 'Identifiant_Document', d.city_name AS 'Ville', COUNT(f.feedback_id) AS 'Nb_Feedbacks' FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id LEFT JOIN resultfeedbacks f ON er.result_id = f.result_id GROUP BY d.document_id, d.city_name;"
"10","Combien de règles de validation existent par niveau de problème et ont au moins un champ SAFIR associé dans les résultats d'extraction ?","SELECT vr.level_of_problem AS Niveau_Probleme, COUNT(DISTINCT vr.validation_rule_id) AS Nb_Rules FROM validation_rules vr JOIN extraction_results er ON (',' || vr.safir_field_id_list || ',') LIKE ('%,' || er.safir_field_id || ',%') GROUP BY vr.level_of_problem;"
"11","Quels documents ont un nombre de pages supérieur ou égal à la moyenne globale des pages ?","SELECT d.document_id AS Identifiant_Document, CAST(d.nb_pages AS INTEGER) AS Nb_Pages, AVG_ALL.avg_pages AS Moyenne_Pages FROM documents d CROSS JOIN (SELECT AVG(CAST(nb_pages AS INTEGER)) AS avg_pages FROM documents) AS AVG_ALL WHERE CAST(d.nb_pages AS INTEGER) >= AVG_ALL.avg_pages;"
"12","Listez les exécutions qui ont produit au moins un résultat avec un avertissement, en indiquant la date de démarrage","SELECT r.run_id AS 'ID_Execution', r.start_time AS 'Date_Debut' FROM extraction_runs r JOIN extraction_results er ON r.run_id = er.run_id WHERE er.message_warning IS NOT NULL AND er.message_warning <> '' GROUP BY r.run_id;"
"14","Identifiez les documents en état 'ERROR' qui possèdent un message d'erreur non vide","SELECT d.document_id AS 'Identifiant_Document', d.error_message AS 'Message_Erreur' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR' AND d.error_message IS NOT NULL AND d.error_message <> '';"
"15","Combien de champs SAFIR distincts ont été extraits pour chaque document de masque 'M57_CA' ?","SELECT d.document_id AS 'Identifiant_Document', COUNT(DISTINCT er.safir_field_id) AS 'Nb_Champs_SAFIR' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.mask = 'M57_CA' GROUP BY d.document_id;"
"16","Quelle est la valeur moyenne par champ SAFIR pour les résultats en état 'SUCCESS' lorsqu'un champ apparaît plus de 20 fois ?","SELECT er.safir_field_id AS 'Champ_SAFIR', AVG(CAST(er.value AS REAL)) AS 'Valeur_Moyenne' FROM extraction_results er JOIN states s ON er.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY er.safir_field_id HAVING COUNT(er.result_id) > 20;"
"17","Listez les documents dont au moins un champ défini dans les règles d'extraction du même masque n'a pas de résultat associé","SELECT d.document_id AS Identifiant_Document, d.mask AS Masque FROM documents d LEFT JOIN field_rules fr ON d.mask = fr.mask LEFT JOIN extraction_results er ON fr.safir_field_id = er.safir_field_id AND er.document_id = d.document_id WHERE fr.extraction_rule_id IS NOT NULL AND er.result_id IS NULL GROUP BY d.document_id, d.mask;"
"2","Comptez le nombre d'extractions par identifiant fonctionnel du champ pour les documents en état SUCCESS.","SELECT er.safir_field_id AS 'Champ_SAFIR', COUNT(*) AS 'Nb_Extractions' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY er.safir_field_id;"
"3","Affichez pour chaque document la dernière exécution d'extraction avec son état.","SELECT d.document_id AS 'Doc_ID', er.run_id AS 'Dernière_Exec', er.start_time AS 'Heure_Début', st.code AS 'Etat_Exec' FROM documents d JOIN (SELECT document_id, run_id, start_time, state_id FROM extraction_runs WHERE (document_id, start_time) IN (SELECT document_id, MAX(start_time) FROM extraction_runs GROUP BY document_id)) er ON d.document_id = er.document_id JOIN states st ON er.state_id = st.state_id;"
"6","Identifiez toutes les règles de validation présentes dans la base de données.","SELECT vr.validation_rule_id AS 'Règle_Valid_ID', vr.level_of_problem AS 'Niveau_Problème', vr.message_if_problem AS 'Message_Problème' FROM validation_rules vr;"
"7","Comptez le nombre de documents par code d'état.","SELECT s.code AS 'Code_Etat', COUNT(d.document_id) AS 'Nb_Documents' FROM documents d JOIN states s ON d.state_id = s.state_id GROUP BY s.code;"
"10","Quels sont les 5 champs SAFIR avec la plus grande somme des valeurs extraites (en état SUCCESS) ?","SELECT er.safir_field_id AS 'Champ_SAFIR', SUM(CAST(er.value AS REAL)) AS 'Somme_Valeur' FROM extraction_results er JOIN states s ON er.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY er.safir_field_id ORDER BY Somme_Valeur DESC LIMIT 5;"
"12","Identifiez les documents dont le masque ne correspond à aucune règle d'extraction.","SELECT d.document_id AS 'Doc_ID', d.mask AS 'Masque' FROM documents d LEFT JOIN field_rules fr ON d.mask = fr.mask WHERE fr.mask IS NULL;"
"13","Calculez la moyenne du nombre de pages par type de budget.","SELECT d.budget_type AS Type_Budget, AVG(d.nb_pages) AS Moyenne_Pages FROM documents d WHERE d.nb_pages IS NOT NULL AND d.budget_type IS NOT NULL AND d.budget_type <> '' GROUP BY d.budget_type;"
"14","Affichez les documents dont l'exécution d'extraction est en état PROCESSING.","SELECT d.document_id AS 'Doc_ID', d.city_name AS 'Ville', er.run_id AS 'Exec_ID' FROM documents d JOIN extraction_runs er ON d.document_id = er.document_id JOIN states s ON er.state_id = s.state_id WHERE s.code = 'PROCESSING';"
"15","Listez les formats de documents et le nombre de documents pour chaque format.","SELECT d.format AS 'Format', COUNT(*) AS 'Nb_Documents' FROM documents d GROUP BY d.format;"
"18","Listez les documents qui n'ont aucun résultat d'extraction.","SELECT d.document_id AS 'Doc_ID', d.mask AS 'Masque' FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id WHERE er.result_id IS NULL;"
"20","Comptez le nombre d'exécutions d'extraction par code d'état.","SELECT s.code AS 'Code_Etat', COUNT(er.run_id) AS 'Nb_Exécutions' FROM extraction_runs er JOIN states s ON er.state_id = s.state_id GROUP BY s.code;"
"1","Combien de documents par ville et type de budget ont été traités avec succès ?","SELECT d.city_name AS 'Ville', d.budget_type AS 'Type_Budget', COUNT(*) AS 'Nb_Documents' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY d.city_name, d.budget_type ORDER BY Nb_Documents DESC;"
"2","Quelle est la valeur moyenne extraite pour chaque champ SAFIR sur les extractions réussies ?","SELECT er.safir_field_id AS 'Champ_SAFIR', AVG(CAST(er.value AS REAL)) AS 'Valeur_Moyenne' FROM extraction_results er JOIN states s ON er.state_id = s.state_id WHERE s.code = 'SUCCESS' AND er.value <> '' GROUP BY er.safir_field_id ORDER BY Valeur_Moyenne DESC;"
"3","Listez les documents qui ont au moins un résultat avec un avertissement, en indiquant la date de début du run correspondant.","SELECT d.document_id AS ID_Document, d.link_bucketS3 AS Lien_S3, MIN(ex.start_time) AS Debut_Run FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN extraction_runs ex ON er.run_id = ex.run_id WHERE er.message_warning IS NOT NULL AND TRIM(er.message_warning) <> '' GROUP BY d.document_id, d.link_bucketS3 ORDER BY Debut_Run DESC;"
"5","Quels sont les 5 champs SAFIR avec la plus grande somme de valeurs extraites pour l'année 2023 ?","SELECT er.safir_field_id AS 'Champ_SAFIR', SUM(CAST(er.value AS REAL)) AS 'Somme_Valeur' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE d.document_year = '2023' AND er.value <> '' GROUP BY er.safir_field_id ORDER BY Somme_Valeur DESC LIMIT 5;"
"6","Combien de résultats d'extraction sont associés à chaque jeu de règles ?","SELECT rs.ruleset_id AS 'ID_Ruleset', rs.description AS 'Description', COUNT(er.result_id) AS 'Nb_Resultats' FROM field_rules fr JOIN rulesets rs ON fr.ruleset_id = rs.ruleset_id LEFT JOIN extraction_results er ON fr.safir_field_id = er.safir_field_id GROUP BY rs.ruleset_id, rs.description ORDER BY Nb_Resultats DESC;"
"7","Identifiez les documents dont le SIRET ou le nom de ville est manquant.","SELECT d.document_id AS 'ID_Document', CASE WHEN d.siret IS NULL OR d.siret = '' THEN 'SIRET manquant' ELSE '' END AS 'Manque_SIRET', CASE WHEN d.city_name IS NULL OR d.city_name = '' THEN 'Ville manquante' ELSE '' END AS 'Manque_Ville' FROM documents d WHERE d.siret IS NULL OR d.siret = '' OR d.city_name IS NULL OR d.city_name = '';"
"8","Quel est le nombre de retours d'utilisateur par document, séparés entre erreurs techniques et erreurs métier, même si certains documents n'ont aucun retour ?","SELECT d.document_id AS ID_Document, COALESCE(SUM(CASE WHEN rf.is_technical_error = 1 THEN 1 ELSE 0 END),0) AS Erreurs_Techniques, COALESCE(SUM(CASE WHEN rf.is_technical_error = 0 THEN 1 ELSE 0 END),0) AS Erreurs_Metier FROM documents d LEFT JOIN extraction_results er ON er.document_id = d.document_id LEFT JOIN resultfeedbacks rf ON rf.result_id = er.result_id GROUP BY d.document_id ORDER BY Erreurs_Metier DESC;"
"10","Quelle est la moyenne du nombre de pages par format de document pour les documents en succès ?","SELECT d.format AS 'Format', AVG(d.nb_pages) AS 'Pages_Moyennes' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY d.format ORDER BY Pages_Moyennes DESC;"
"11","Quel est le ratio de résultats avec erreur par rapport au total des résultats pour chaque document ?","SELECT d.document_id AS 'ID_Document', COUNT(er.result_id) AS 'Total_Resultats', SUM(CASE WHEN er.message_error IS NOT NULL AND er.message_error <> '' THEN 1 ELSE 0 END) AS 'Resultats_Erreur', ROUND( (SUM(CASE WHEN er.message_error IS NOT NULL AND er.message_error <> '' THEN 1 ELSE 0 END) * 1.0) / COUNT(er.result_id), 2) AS 'Ratio_Erreur' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id GROUP BY d.document_id HAVING Total_Resultats > 0 ORDER BY Ratio_Erreur DESC;"
"12","Quels documents ont un nombre de pages supérieur à la moyenne de leur ville ?","SELECT d.document_id AS 'ID_Document', d.city_name AS 'Ville', d.nb_pages AS 'Nb_Pages', city_avg.avg_pages AS 'Moyenne_Ville' FROM documents d JOIN ( SELECT city_name, AVG(nb_pages) AS avg_pages FROM documents WHERE nb_pages IS NOT NULL GROUP BY city_name ) city_avg ON d.city_name = city_avg.city_name WHERE d.nb_pages > city_avg.avg_pages ORDER BY d.city_name, d.nb_pages DESC;"
"13","Pour chaque document, indiquez le dernier run d'extraction (date et état).","SELECT d.document_id AS ID_Document, ex.start_time AS Dernier_Debut_Run, s.code AS Etat_Dernier_Run FROM (SELECT *, ROW_NUMBER() OVER (PARTITION BY document_id ORDER BY start_time DESC) AS rn FROM extraction_runs) ex JOIN documents d ON ex.document_id = d.document_id JOIN states s ON ex.state_id = s.state_id WHERE ex.rn = 1 ORDER BY ex.start_time DESC;"
"14","Quel est le nombre de documents par masque utilisé ?","SELECT d.mask AS 'Masque', COUNT(*) AS 'Nb_Documents' FROM documents d GROUP BY d.mask ORDER BY Nb_Documents DESC;"
"15","Listez les documents dont au moins un résultat a une valeur supérieure à 1 000 000 et indiquez le champ SAFIR correspondant.","SELECT DISTINCT d.document_id AS 'ID_Document', er.safir_field_id AS 'Champ_SAFIR', er.value AS 'Valeur' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE CAST(er.value AS REAL) > 1000000 ORDER BY er.value DESC;"
"16","Combien de champs SAFIR différents ont été extraits par document, classés du plus grand au plus petit nombre ?","SELECT d.document_id AS 'ID_Document', COUNT(DISTINCT er.safir_field_id) AS 'Nb_Champs_Differents' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id GROUP BY d.document_id ORDER BY Nb_Champs_Differents DESC;"
"17","Pour tous les documents, montrez la valeur originale et, si elle existe, la valeur corrigée.","SELECT d.document_id AS ID_Document, er.safir_field_id AS Champ_SAFIR, er.value AS Valeur_Originale, rf.corrected_value AS Valeur_Corrigee FROM documents d LEFT JOIN extraction_results er ON er.document_id = d.document_id LEFT JOIN resultfeedbacks rf ON rf.result_id = er.result_id ORDER BY d.document_id;"
"18","Quel est le nombre d'alertes (niveau ALERTE) par jeu de règles ?","SELECT rs.ruleset_id AS 'ID_Ruleset', COUNT(vr.validation_rule_id) AS 'Nb_Alertes' FROM validation_rules vr JOIN rulesets rs ON vr.ruleset_id = rs.ruleset_id WHERE vr.level_of_problem = 'ALERTE' GROUP BY rs.ruleset_id ORDER BY Nb_Alertes DESC;"
"19","Pour chaque document, indiquez le code de son état et le code de l'état du dernier run d'extraction.","SELECT d.document_id AS 'ID_Document', s_doc.code AS 'Code_Etat_Document', s_run.code AS 'Code_Etat_Dernier_Run' FROM documents d JOIN states s_doc ON d.state_id = s_doc.state_id LEFT JOIN ( SELECT document_id, MAX(start_time) AS max_time FROM extraction_runs GROUP BY document_id ) latest ON d.document_id = latest.document_id LEFT JOIN extraction_runs ex ON ex.document_id = d.document_id AND ex.start_time = latest.max_time LEFT JOIN states s_run ON ex.state_id = s_run.state_id;"
"20","Quel est le nombre moyen de sections par document pour chaque type de masque ?","SELECT d.mask AS 'Masque', AVG(sec_cnt.cnt) AS 'Moyenne_Sections' FROM ( SELECT document_id, COUNT(*) AS cnt FROM sections GROUP BY document_id ) sec_cnt JOIN documents d ON sec_cnt.document_id = d.document_id GROUP BY d.mask ORDER BY Moyenne_Sections DESC;"
"1","Quel est le nombre total de documents par type de budget et par année ?","SELECT d.budget_type AS 'Type_Budget', d.document_year AS 'Annee', COUNT(*) AS 'Nb_Documents' FROM documents d GROUP BY d.budget_type, d.document_year;"
"2","Listez les documents dont l'état est ERROR et qui possèdent un message d'erreur détaillé.","SELECT d.document_id AS ID_Document, d.error_message AS Message_Erreur, s.code AS Etat FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR' AND d.error_message IS NOT NULL AND LENGTH(TRIM(d.error_message)) > 0;"
"4","Quels sont les 5 champs SAFIR ayant le plus de résultats d'extraction ?","SELECT er.safir_field_id AS Champ_SAFIR, COUNT(*) AS Nb_Résultats FROM extraction_results er GROUP BY er.safir_field_id ORDER BY COUNT(*) DESC LIMIT 5;"
"6","Identifiez les documents dont la somme des valeurs numériques extraites dépasse 1 000 000.","SELECT d.document_id AS 'ID_Document', d.city_name AS 'Ville', SUM(CAST(er.value AS FLOAT)) AS 'Somme_Valeurs' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.value GLOB '*[0-9]*' GROUP BY d.document_id HAVING SUM(CAST(er.value AS FLOAT)) > 1000000;"
"8","Pour chaque document, combien d'erreurs techniques et d'erreurs métier ont été signalées dans les feedbacks ?","SELECT d.document_id AS 'ID_Document', SUM(CASE WHEN fb.is_technical_error = 1 THEN 1 ELSE 0 END) AS 'Erreurs_Techniques', SUM(CASE WHEN fb.is_technical_error = 0 THEN 1 ELSE 0 END) AS 'Erreurs_Business' FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id LEFT JOIN resultfeedbacks fb ON er.result_id = fb.result_id GROUP BY d.document_id;"
"9","Combien de règles de champ (field_rules) sont définies pour chaque jeu de règles (ruleset) ?","SELECT rs.ruleset_id AS 'ID_Ruleset', rs.description AS 'Description', COUNT(fr.extraction_rule_id) AS 'Nb_Rules' FROM rulesets rs LEFT JOIN field_rules fr ON rs.ruleset_id = fr.ruleset_id GROUP BY rs.ruleset_id;"
"10","Quels documents de plus de 30 pages sont en état PROCESSING ?","SELECT d.document_id AS 'ID_Document', d.nb_pages AS 'Nb_Pages', s.code AS 'Etat' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.nb_pages > 30 AND s.code = 'PROCESSING';"
"11","Listez les résultats d'extraction dont la valeur numérique est en dehors de l'intervalle 0‑10 000.","SELECT er.result_id AS 'ID_Resultat', er.safir_field_id AS 'Champ', er.value AS 'Valeur' FROM extraction_results er WHERE CAST(er.value AS FLOAT) < 0 OR CAST(er.value AS FLOAT) > 10000;"
"12","Pour chaque type de masque, quels sont les champs SAFIR distincts qui ont été extraits ?","SELECT d.mask AS 'Masque', GROUP_CONCAT(DISTINCT er.safir_field_id) AS 'Champs_SAFIR' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id GROUP BY d.mask;"
"13","Combien de résultats comportent un avertissement (message_warning) pour chaque exécution ?","SELECT run.run_id AS 'ID_Execution', COUNT(er.result_id) AS 'Nb_Avertissements' FROM extraction_runs run JOIN extraction_results er ON run.run_id = er.run_id WHERE er.message_warning IS NOT NULL GROUP BY run.run_id;"
"14","Quels documents possèdent au moins un résultat avec un avertissement (message_warning non NULL) ?","SELECT d.document_id AS 'ID_Document' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.message_warning IS NOT NULL GROUP BY d.document_id;"
"15","Quelle est la moyenne du nombre de pages par ville pour les documents dont l'état est SUCCESS ?","SELECT d.city_name AS 'Ville', AVG(d.nb_pages) AS 'Pages_Moyennes' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY d.city_name;"
"17","Pour chaque résultat, combien de feedbacks existent avec une valeur corrigée ?","SELECT er.result_id AS 'ID_Resultat', COUNT(fb.feedback_id) AS 'Nb_Feedbacks_Corriges' FROM extraction_results er LEFT JOIN resultfeedbacks fb ON er.result_id = fb.result_id AND fb.corrected_value IS NOT NULL GROUP BY er.result_id;"
"18","Quels documents manquent d'un résultat d'extraction pour les champs obligatoires définis dans le même masque ?","SELECT d.document_id AS 'ID_Document', fr.safir_field_id AS 'Champ_Obligatoire' FROM documents d JOIN field_rules fr ON d.mask = fr.mask LEFT JOIN extraction_results er ON er.document_id = d.document_id AND er.safir_field_id = fr.safir_field_id WHERE er.result_id IS NULL GROUP BY d.document_id, fr.safir_field_id;"
"19","Combien de règles de validation existent par niveau de problème et par jeu de règles ?","SELECT vr.ruleset_id AS 'ID_Ruleset', vr.level_of_problem AS 'Niveau_Probleme', COUNT(vr.validation_rule_id) AS 'Nb_Rules' FROM validation_rules vr GROUP BY vr.ruleset_id, vr.level_of_problem;"
"20","Pour chaque état, quelle proportion de documents possède au moins une erreur technique signalée dans les feedbacks ?","SELECT s.code AS 'Etat', COUNT(DISTINCT d.document_id) AS 'Nb_Documents', COUNT(DISTINCT CASE WHEN fb.is_technical_error = 1 THEN d.document_id END) * 1.0 / COUNT(DISTINCT d.document_id) AS 'Proportion_TechError' FROM documents d JOIN states s ON d.state_id = s.state_id LEFT JOIN extraction_results er ON d.document_id = er.document_id LEFT JOIN resultfeedbacks fb ON er.result_id = fb.result_id GROUP BY s.code;"
"1","Combien de documents existent par type de budget et par année ?","SELECT document_year AS 'Année', budget_type AS 'Type_Budget', COUNT(*) AS 'Nb_Documents' FROM documents GROUP BY document_year, budget_type ORDER BY document_year, budget_type;"
"3","Quelle est la valeur moyenne extraite pour chaque champ SAFIR sur les extractions réussies ?","SELECT er.safir_field_id AS 'Champ_SAFIR', AVG(CAST(er.value AS REAL)) AS 'Valeur_Moyenne' FROM extraction_results er JOIN states s ON er.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY er.safir_field_id;"
"7","Combien de documents sont affectés par des règles de validation de niveau ECHEC ?","SELECT COUNT(DISTINCT er.document_id) AS Nb_Documents_ECHEC FROM extraction_results er WHERE EXISTS (SELECT 1 FROM validation_rules vr WHERE vr.level_of_problem='ECHEC' AND (','||vr.safir_field_id_list||',') LIKE '%,'||er.safir_field_id||',%');"
"8","Listez les documents dont le masque commence par M57 et dont le format est 'pdf'.","SELECT document_id AS 'ID_Document', mask AS 'Masque', format AS 'Format' FROM documents WHERE mask LIKE 'M57%' AND format = 'pdf';"
"9","Quel est le nombre d'extractions par état du système ?","SELECT s.code AS 'Etat', COUNT(*) AS 'Nb_Extractions' FROM extraction_results er JOIN states s ON er.state_id = s.state_id GROUP BY s.code;"
"10","Quelles communes ont un SIRET NULL ou vide ?","SELECT city_name AS 'Commune', siret AS 'SIRET' FROM documents WHERE siret IS NULL OR siret = '';"
"12","Comptez le nombre d'avertissements JSON par document.","SELECT er.document_id AS 'ID_Document', COUNT(*) AS 'Nb_Avertissements' FROM extraction_results er WHERE er.message_warning IS NOT NULL AND er.message_warning <> '' GROUP BY er.document_id;"
"13","Quel est le run d'extraction le plus récent pour chaque document et son état ?","SELECT er.document_id AS 'ID_Document', er.run_id AS 'ID_Run', er.start_time AS 'Début_Run', s.code AS 'Etat_Run' FROM extraction_runs er JOIN (SELECT document_id, MAX(start_time) AS max_time FROM extraction_runs GROUP BY document_id) latest ON er.document_id = latest.document_id AND er.start_time = latest.max_time JOIN states s ON er.state_id = s.state_id;"
"17","Quelle est la moyenne du nombre de pages par ville et quelles villes sont en dessous ou égales à la moyenne globale ?","WITH city_avg AS (SELECT city_name, AVG(nb_pages) AS avg_pages FROM documents GROUP BY city_name), global_avg AS (SELECT AVG(nb_pages) AS global_avg FROM documents) SELECT ca.city_name AS 'Commune', ca.avg_pages AS 'Moyenne_Ville', ga.global_avg AS 'Moyenne_Globale' FROM city_avg ca CROSS JOIN global_avg ga WHERE ca.avg_pages <= ga.global_avg;"
"19","Combien de champs SAFIR distincts ont été extraits pour chaque document ?","SELECT document_id AS 'ID_Document', COUNT(DISTINCT safir_field_id) AS 'Nb_Champs_Distincts' FROM extraction_results GROUP BY document_id;"
"2","Combien de documents réussis sont présents par ville ?","SELECT d.city_name AS 'Ville', COUNT(*) AS 'Nb_Documents' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY d.city_name ORDER BY COUNT(*) DESC;"
"3","Quels sont les 5 champs SAFIR avec la plus grande valeur totale extraite (extractions réussies) ?","SELECT res.safir_field_id AS 'Identifiant_Champ', SUM(CAST(res.value AS REAL)) AS 'Valeur_Totale' FROM extraction_results res JOIN extraction_runs er ON res.run_id = er.run_id JOIN states s ON er.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY res.safir_field_id ORDER BY SUM(CAST(res.value AS REAL)) DESC LIMIT 5;"
"4","Quels documents contiennent au moins une erreur d'extraction et quels sont les messages d'erreur ?","SELECT d.document_id AS Doc_ID, d.link_bucketS3 AS Lien_S3, GROUP_CONCAT(res.message_error) AS Messages_Erreur FROM documents d JOIN extraction_results res ON d.document_id = res.document_id WHERE res.message_error IS NOT NULL AND TRIM(res.message_error) <> '' GROUP BY d.document_id, d.link_bucketS3;"
"5","Combien d'exécutions existent pour chaque configuration (premiers 30 caractères) ?","SELECT SUBSTR(er.config,1,30) AS 'Config_Partiel', COUNT(*) AS 'Nb_Exécutions' FROM extraction_runs er GROUP BY SUBSTR(er.config,1,30) ORDER BY COUNT(*) DESC;"
"6","Quelle est la moyenne du nombre de pages par type de budget pour l'année 2023 ?","SELECT d.budget_type AS 'Type_Budget', AVG(d.nb_pages) AS 'Pages_Moyennes' FROM documents d WHERE d.document_year = '2023' GROUP BY d.budget_type;"
"7","Quels documents de plus de 10 pages sont encore en cours de traitement ?","SELECT d.document_id AS 'Doc_ID', d.nb_pages AS 'Nb_Pages', s.code AS 'Etat' FROM documents d JOIN extraction_runs er ON d.document_id = er.document_id JOIN states s ON er.state_id = s.state_id WHERE s.code = 'PROCESSING' AND d.nb_pages > 10;"
"10","Quel pourcentage de documents par masque possède au moins un avertissement ?","SELECT d.mask AS Masque, ROUND(100.0 * COUNT(DISTINCT CASE WHEN res.message_warning IS NOT NULL THEN d.document_id END) / COUNT(DISTINCT d.document_id), 2) AS Pourcentage_Avertissements FROM documents d LEFT JOIN extraction_results res ON d.document_id = res.document_id GROUP BY d.mask;"
"12","Combien de champs SAFIR distincts sont définis par chaque jeu de règles ?","SELECT rs.ruleset_id AS 'Ruleset', COUNT(DISTINCT fr.safir_field_id) AS 'Nb_Champs' FROM field_rules fr JOIN rulesets rs ON fr.ruleset_id = rs.ruleset_id GROUP BY rs.ruleset_id;"
"13","Quels documents n'ont aucun résultat d'extraction associé ?","SELECT d.document_id AS 'Doc_ID', d.city_name AS 'Ville' FROM documents d LEFT JOIN extraction_results res ON d.document_id = res.document_id WHERE res.result_id IS NULL;"
"14","Quel est le nombre moyen de retours par résultat d'extraction ?","SELECT AVG(fb_cnt) AS 'Feedbacks_Moyens' FROM (SELECT res.result_id, COUNT(fb.feedback_id) AS fb_cnt FROM extraction_results res LEFT JOIN resultfeedbacks fb ON res.result_id = fb.result_id GROUP BY res.result_id);"
"16","Quel est le taux de succès vs échec des exécutions par masque de document ?","SELECT d.mask AS 'Masque', SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) AS 'Succès', SUM(CASE WHEN s.code = 'ERROR' THEN 1 ELSE 0 END) AS 'Erreurs', ROUND(100.0 * SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) / NULLIF(COUNT(er.run_id),0),2) AS 'Taux_Succès_%' FROM documents d JOIN extraction_runs er ON d.document_id = er.document_id JOIN states s ON er.state_id = s.state_id GROUP BY d.mask;"
"17","Quelles sections ont été créées au cours des 90 derniers jours ?","SELECT s.section_id AS 'Section_ID', s.document_id AS 'Doc_ID', s.created_at AS 'Date_Création' FROM sections s WHERE s.created_at >= datetime('now','-90 days');"
"18","Combien de documents distincts existent par état du document ?","SELECT st.code AS 'Etat', COUNT(DISTINCT d.document_id) AS 'Nb_Documents' FROM documents d JOIN states st ON d.state_id = st.state_id GROUP BY st.code;"
"19","Quels résultats d'extraction dépassent 150 % de la moyenne du même champ SAFIR (valeurs élevées) ?","SELECT res.result_id AS 'Result_ID', res.safir_field_id AS 'Champ', CAST(res.value AS REAL) AS 'Valeur', avg_vals.avg_val AS 'Moyenne_Champ' FROM extraction_results res JOIN (SELECT safir_field_id, AVG(CAST(value AS REAL)) AS avg_val FROM extraction_results GROUP BY safir_field_id) avg_vals ON res.safir_field_id = avg_vals.safir_field_id WHERE CAST(res.value AS REAL) > avg_vals.avg_val * 1.5;"
"1","Combien de documents ont été traités avec succès ?","SELECT COUNT(d.document_id) AS 'Documents_Success' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS'"
"2","Quels sont les 5 types de budget les plus fréquents ?","SELECT d.budget_type AS 'Type_Budget', COUNT(*) AS 'Nb_Documents' FROM documents d GROUP BY d.budget_type ORDER BY COUNT(*) DESC LIMIT 5"
